"ESTU","CUES","CCAA","PROV","MUN","TAMUNI","CAPITAL","DISTR","SECCION","ENTREV","P0","P0A","P1","P2","P3","P4","P5","P6","P7","P8","P901","P902","P903","P1001","P1002","P1003","P11","P11A","P12","P13","P14","P14A","P15","P15A","P16","P16A","P1701","P1702","P1703","P1704","P1705","P1706","P18","P1901","P1902","P1903","P1904","P1905","P1906","P20","P20A","P21","P22","P23","P24","P2501","P2502","P2503","P2504","P2505","P2506","P26","P27","P27A","P27B","P27C","P27D","P27E","P27F","P28","P29","P30","P31","P32","P32A","P33","P33A","P34","P34A","P35","P36","P37","P38","P38A","P39","P40","P41","P42","P4301","P4302","P4303","P4304","P4305","P4401","P4402","P4403","P4404","P4405","P4501","P4502","P4503","P4504","P4505","P46","P47","P48","P49","I1","I2","I3","I4","I5","I6","I7","I8","I9","E101","E102","E103","E2","E3","E4","C1","C1A","C2","C2A","C2B","C3","C4","P20R","P20AR","P21R","VOTOSIMG","P27AR","RECUERDO","P29R","P27DR","ESTUDIOS","OCUMAR11","RAMA09","CONDICION11","ESTATUS"
3247,42,7,2,0,3,3,0,0,0,1,NA,3,2,3,3,2,5,2,2,1,11,19,13,12,97,97,98,5,5,2,NA,1,3,2,6,6,5,5,4,4,1,3,0,1,0,0,0,0,1,97,NA,1,3,5,2,6,99,99,99,99,3,1,1,4,1,NA,NA,NA,1,97,1,60,3,2,2,3,1,NA,1,1,131,3,NA,45,5,5,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,2,2,7,999,4,999,999,999,1,999,999,10,5,19,5,13,3,1,NA,1,NA,NA,1,0,1,97,NA,1,1,1,97,NA,2,1,4,1,3
3247,43,7,2,0,3,3,0,0,0,1,NA,3,2,1,2,1,3,3,1,45,13,1,1,29,97,6,3,8,5,2,NA,2,2,2,4,4,4,4,4,7,7,4,8,0,8,0,0,0,4,2,NA,2,3,4,5,8,5,3,3,9,2,1,4,1,1,NA,NA,NA,1,4,1,54,3,4,2,3,1,NA,1,1,351,1,3,46,6,6,1,NA,NA,NA,NA,1,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,3,2,2,8,999,6,999,999,999,3,999,999,10,5,19,5,12,3,1,NA,1,NA,NA,1,0,4,2,NA,4,4,4,4,NA,3,3,4,5,2
3247,44,7,2,0,2,3,0,0,0,1,NA,3,1,2,3,1,2,2,1,1,99,99,48,96,23,10,6,5,4,2,NA,2,3,1,NA,3,5,5,8,5,8,5,8,1,4,5,6,0,2,97,NA,3,3,3,2,9,7,2,1,10,2,1,2,1,1,NA,NA,NA,8,2,2,41,3,12,2,2,5,2,1,1,143,3,NA,47,5,5,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,2,999,5,999,999,999,999,999,999,8,5,19,3,20,1,1,NA,1,NA,NA,1,0,2,97,NA,2,2,2,2,NA,6,1,4,1,3
3247,45,7,2,0,2,3,0,0,0,1,NA,2,1,8,3,1,5,3,3,13,11,99,97,99,99,99,99,99,9,8,NA,9,NA,2,6,1,99,99,99,99,99,8,99,99,99,99,99,99,99,NA,97,9,1,99,98,98,98,98,1,10,3,1,99,NA,NA,NA,NA,NA,2,99,1,50,3,7,6,NA,1,NA,1,1,222,1,1,84,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,3,4,8,999,10,999,999,999,8,999,999,8,5,19,3,20,2,1,NA,1,NA,NA,1,0,99,NA,97,97,99,99,99,NA,5,2,4,2,1
3247,46,7,2,0,2,3,0,0,0,1,NA,2,2,8,2,1,2,2,8,12,8,1,12,99,99,3,10,5,2,2,NA,5,NA,1,NA,97,10,97,1,10,2,7,0,10,10,0,0,0,1,97,NA,3,1,10,1,1,1,10,1,1,1,1,1,1,1,NA,NA,NA,1,1,2,31,3,4,1,5,2,2,1,1,960,1,1,84,3,3,2,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,7,999,5,999,999,999,4,999,999,8,5,19,3,18,2,1,NA,1,NA,NA,1,0,1,97,NA,1,1,1,1,NA,3,9,4,7,5
3247,47,7,2,0,2,3,0,0,0,1,NA,8,8,8,3,3,8,8,8,1,99,99,29,99,99,97,99,98,8,8,NA,8,NA,8,NA,97,97,97,98,97,98,8,98,98,98,98,98,98,97,NA,97,9,1,98,98,98,98,98,98,98,8,5,NA,NA,NA,NA,NA,1,8,97,2,86,1,NA,1,6,2,1,2,3,951,2,3,1,5,4,1,1,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,3,3,2,3,999,5,999,999,999,1,999,999,8,5,19,3,20,1,1,NA,1,NA,NA,1,0,97,NA,97,97,NA,97,97,NA,1,9,1,8,5
3247,48,7,2,0,2,3,0,0,0,1,NA,4,3,3,4,3,5,3,3,8,1,6,8,35,42,99,99,3,4,2,NA,2,5,1,NA,98,1,1,1,1,1,6,0,0,0,0,0,0,97,NA,97,1,1,98,8,10,10,8,3,10,5,4,NA,NA,NA,NA,NA,NA,1,97,1,59,3,4,2,2,1,NA,1,2,593,1,1,84,6,4,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,4,999,10,999,2,999,999,999,999,8,5,19,3,24,2,1,NA,1,NA,NA,1,0,97,NA,97,97,NA,97,97,NA,3,5,4,8,4
3247,49,7,2,0,2,3,0,0,0,1,NA,3,3,8,3,3,4,3,1,13,99,99,29,99,99,2,99,5,4,2,NA,3,NA,1,NA,5,7,98,5,7,8,2,0,7,7,0,0,0,1,4,NA,1,3,6,5,7,7,1,1,9,1,1,1,1,1,NA,NA,NA,8,1,1,86,3,1,1,4,1,NA,1,2,500,4,NA,56,4,4,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,5,999,999,999,999,1,1,999,999,8,5,19,3,20,2,2,4,1,NA,NA,1,0,1,4,NA,1,1,1,1,NA,1,5,4,8,3
3247,50,7,2,0,2,3,0,0,0,1,NA,3,1,2,3,2,3,2,1,1,6,18,97,99,99,6,8,7,3,2,NA,4,NA,1,NA,5,6,98,3,6,7,5,7,3,5,0,3,3,2,4,NA,2,3,2,3,8,8,5,4,6,3,1,2,3,1,NA,NA,NA,1,2,1,34,3,4,2,4,2,3,3,1,512,2,3,56,6,5,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,1,999,999,999,999,999,999,999,999,8,5,19,3,20,1,1,NA,1,NA,NA,1,0,2,4,NA,2,2,2,2,NA,3,5,4,7,4
3247,51,7,2,0,2,3,0,0,0,1,NA,4,3,3,2,2,3,3,3,8,6,22,97,99,99,1,99,6,4,1,2,1,5,1,NA,2,6,1,1,7,5,4,2,8,7,0,0,0,1,4,NA,3,3,6,4,6,5,2,1,10,1,1,1,1,1,NA,NA,NA,1,1,1,21,3,7,2,2,2,1,2,6,511,1,3,56,7,1,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,6,999,15,999,999,999,7,999,999,8,5,19,3,18,2,1,NA,1,NA,NA,1,0,1,4,NA,1,1,1,1,NA,5,5,4,10,4
3247,52,10,3,0,4,3,0,0,0,1,NA,4,2,1,2,2,4,1,1,9,13,8,9,8,13,6,99,1,5,1,2,1,2,1,NA,1,1,1,3,1,7,5,10,0,0,8,8,0,2,3,NA,3,1,1,4,10,10,1,1,10,1,1,2,1,1,NA,NA,NA,2,2,2,58,3,4,3,1,1,NA,2,4,430,1,3,999,6,1,1,NA,NA,NA,1,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,1,999,1,999,999,999,999,999,999,6,5,19,1,25,1,1,NA,1,NA,NA,1,0,2,21,NA,2,2,2,2,NA,3,4,9,9,2
3247,53,10,3,0,4,3,0,0,0,1,NA,3,2,2,3,2,3,2,2,1,9,13,1,6,11,6,99,10,1,2,NA,2,2,1,NA,97,1,8,10,6,10,6,10,1,1,10,1,1,2,3,NA,3,1,1,1,10,1,1,10,10,1,1,2,1,1,NA,NA,NA,1,2,1,78,2,NA,2,3,1,NA,1,2,131,3,NA,41,4,4,1,1,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,2,999,999,999,999,999,999,999,999,6,5,19,1,20,2,1,NA,1,NA,NA,1,0,2,21,NA,2,2,2,2,NA,1,1,3,8,3
3247,54,10,3,0,4,3,0,0,0,2,351,5,2,3,5,2,4,3,2,9,1,13,1,8,9,1,99,5,3,8,NA,8,NA,3,NA,97,7,97,1,7,3,4,0,7,10,0,0,4,4,1,NA,3,7,5,1,7,10,1,1,4,3,1,99,NA,NA,NA,NA,NA,1,4,1,47,3,4,2,1,2,1,2,4,981,2,3,32,6,1,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","27A","-  ","-  ","-  ","-  ",2,1,2,1,3,999,2,999,999,999,999,999,999,6,5,19,1,20,2,1,NA,1,NA,NA,1,0,4,1,NA,4,99,99,4,NA,3,9,2,9,5
3247,55,10,3,0,4,3,0,0,0,1,NA,3,3,2,3,2,4,2,2,1,13,18,8,6,22,6,99,5,4,8,NA,2,2,1,NA,2,2,4,4,2,5,5,9,0,5,0,0,0,2,96,NA,1,1,1,1,10,5,5,5,10,3,1,2,3,1,NA,NA,NA,1,2,2,45,3,7,2,1,1,NA,2,1,361,1,3,69,6,3,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,2,4,999,999,2,1,999,999,999,999,6,5,19,1,20,2,1,NA,1,NA,NA,1,0,2,96,NA,2,2,2,2,NA,5,3,4,2,2
3247,56,10,3,0,4,3,0,0,0,1,NA,2,2,1,2,8,3,2,1,1,9,13,1,20,9,4,10,3,4,2,NA,1,2,1,NA,5,4,5,6,4,6,5,8,3,4,6,3,3,2,3,NA,3,1,4,1,10,6,4,1,8,2,1,2,2,1,NA,NA,NA,1,2,1,24,3,7,2,1,2,2,1,1,820,1,3,29,8,5,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,5,2,3,999,999,999,2,999,999,6,5,19,1,20,2,1,NA,1,NA,NA,1,0,2,21,NA,2,2,2,2,NA,5,8,2,6,4
3247,57,10,3,0,4,3,0,0,0,1,NA,3,1,1,2,2,3,1,2,1,8,16,1,8,9,6,9,3,8,1,2,1,2,1,NA,2,4,9,8,4,8,5,8,2,2,8,7,0,2,4,NA,2,3,3,5,10,7,1,1,10,3,1,21,1,1,NA,NA,NA,2,4,2,34,9,NA,2,1,2,2,2,4,522,2,3,47,5,1,3,1,NA,1,1,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,2,2,7,2,7,999,999,999,999,999,999,7,5,19,2,25,2,1,NA,1,NA,NA,1,0,2,4,NA,2,21,21,4,NA,9,5,4,9,2
3247,58,10,3,0,4,3,0,0,0,1,NA,4,2,1,3,3,9,1,8,1,8,9,9,22,8,99,99,4,2,1,2,5,NA,1,NA,97,97,97,8,5,10,5,10,5,5,8,0,0,2,3,NA,9,3,2,2,9,9,1,1,10,9,5,NA,NA,NA,NA,NA,1,2,2,2,18,3,6,2,1,2,1,1,6,512,2,3,56,3,3,1,NA,NA,NA,1,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,1,9,999,1,999,999,999,999,999,999,7,5,19,2,30,2,1,NA,1,NA,NA,1,0,2,21,NA,2,NA,97,2,NA,4,5,4,10,4
3247,59,10,3,0,4,3,0,0,0,2,348,3,2,1,4,1,4,1,1,11,9,16,11,6,9,98,98,8,1,1,21,4,NA,2,3,3,3,3,5,4,6,5,6,0,4,4,1,0,2,3,NA,1,2,1,1,10,5,3,5,10,3,1,2,1,1,NA,NA,NA,2,2,1,42,3,7,6,NA,1,NA,1,2,753,1,3,61,6,5,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,6,999,999,999,999,999,999,999,999,6,5,19,1,25,2,2,1,1,NA,NA,1,0,2,21,NA,2,2,2,2,NA,5,7,4,8,4
3247,60,10,3,0,3,3,0,0,0,1,NA,3,2,2,3,1,3,2,2,9,11,99,9,1,7,5,98,6,2,8,NA,2,5,2,2,3,4,5,7,6,6,3,6,98,98,7,98,98,98,NA,3,4,4,2,3,6,5,1,1,98,3,1,21,3,8,NA,NA,NA,2,3,1,33,3,6,6,NA,2,3,2,4,561,2,3,86,99,99,1,1,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,8,2,23,1,3,999,7,5,2,8,5,19,3,15,2,2,1,1,NA,NA,1,0,98,NA,3,21,21,21,3,NA,4,5,4,9,2
3247,61,10,3,0,3,3,0,0,0,1,NA,2,1,1,2,2,2,1,1,11,45,12,12,97,99,6,98,4,4,1,2,2,2,1,NA,1,1,9,8,1,10,5,10,0,0,7,7,0,2,5,NA,3,3,3,3,6,5,1,1,98,1,1,2,1,1,NA,NA,NA,1,2,1,86,3,1,2,1,3,1,1,2,611,2,3,1,5,5,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,3,1,1,1,999,10,1,1,2,5,3,1,8,5,19,3,15,1,1,NA,1,NA,NA,1,0,2,21,NA,2,2,2,2,NA,1,6,1,8,4
3247,62,10,3,0,3,3,0,0,0,1,NA,4,2,2,3,2,3,2,2,6,16,18,12,20,6,1,98,98,4,8,NA,1,6,8,NA,1,2,5,2,6,5,4,98,1,8,1,1,0,4,2,NA,3,3,5,4,7,5,98,1,98,2,1,4,1,1,NA,NA,NA,8,4,2,75,2,NA,1,5,1,NA,2,2,951,2,3,1,4,1,3,NA,NA,NA,NA,NA,"42 ","-  ","-  ","-  ","-  ","40 ","-  ","-  ","-  ","-  ",2,3,1,1,2,999,1,999,999,999,1,999,999,8,5,19,3,15,1,1,NA,1,NA,NA,1,0,4,2,NA,4,4,4,4,NA,1,9,1,8,5
3247,63,10,3,0,3,3,0,0,0,2,343,2,2,2,3,1,3,2,1,1,8,9,1,9,22,6,98,5,2,1,2,1,2,2,8,1,1,1,1,1,7,5,9,1,1,1,1,1,2,98,NA,3,3,4,4,8,98,98,98,98,2,1,2,1,1,NA,NA,NA,8,2,2,40,3,4,2,3,1,NA,2,1,921,2,3,81,6,3,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,3,999,9,999,1,3,6,2,1,8,5,19,3,15,1,1,NA,1,NA,NA,1,0,2,98,NA,2,2,2,2,NA,3,9,4,7,5
3247,64,10,3,0,3,3,0,0,0,1,NA,3,2,2,3,2,3,2,1,9,8,1,22,20,7,5,98,5,4,2,NA,1,95,1,NA,1,1,6,6,3,5,3,5,0,0,8,7,0,3,2,NA,3,3,4,3,8,7,2,1,9,3,1,21,1,1,NA,NA,NA,1,3,2,56,3,4,4,NA,1,NA,2,1,921,2,3,81,6,2,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,4,999,21,1,1,3,7,999,2,8,5,19,3,14,1,1,NA,1,NA,NA,1,0,21,2,NA,21,21,21,3,NA,3,9,4,7,5
3247,65,10,3,0,3,3,0,0,0,1,NA,3,2,1,3,2,4,2,1,13,18,8,9,7,8,6,98,6,2,1,2,1,3,1,NA,1,2,6,8,8,8,5,8,98,98,5,98,0,2,4,NA,2,3,4,3,6,5,98,98,10,2,1,2,1,1,NA,NA,NA,1,2,1,31,3,10,4,NA,2,3,1,1,224,1,3,85,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,5,1,17,2,1,999,8,1,999,8,5,19,3,15,1,1,NA,1,NA,NA,1,0,2,4,NA,2,2,2,2,NA,6,2,4,2,1
3247,66,10,3,0,3,3,0,0,0,1,NA,3,1,1,2,2,3,1,1,11,18,45,9,13,16,6,98,4,3,1,2,1,2,1,NA,3,3,6,8,6,9,5,10,98,98,98,98,98,3,2,NA,3,3,3,4,7,5,5,1,98,2,1,2,2,1,NA,NA,NA,8,2,1,51,3,5,2,2,1,NA,1,1,753,1,3,26,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,6,999,9,1,999,1,6,999,999,8,5,19,3,15,1,1,NA,1,NA,NA,1,0,21,2,NA,21,2,2,2,NA,5,7,2,6,4
3247,67,10,3,0,3,3,0,0,0,1,NA,4,2,2,2,2,3,2,8,1,6,9,22,6,9,5,98,5,5,8,NA,1,95,1,NA,1,2,1,1,6,6,8,5,0,5,0,0,0,99,NA,97,3,3,4,3,6,5,98,98,98,3,1,99,NA,NA,NA,NA,NA,1,97,2,34,3,4,2,2,2,3,2,1,522,2,3,47,7,4,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,7,1,24,1,999,1,8,2,1,8,5,19,3,14,2,1,NA,1,NA,NA,1,0,99,NA,97,97,99,99,97,NA,3,5,4,5,2
3247,68,10,3,0,3,3,0,0,0,1,NA,3,2,2,3,2,3,2,2,12,19,6,12,97,99,6,98,5,3,8,NA,2,95,8,NA,1,1,4,4,3,7,5,10,98,98,98,98,98,2,98,NA,3,3,4,4,6,98,98,98,98,1,1,2,1,1,NA,NA,NA,8,2,2,70,2,NA,2,2,3,1,1,2,951,2,3,1,4,4,2,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,1,1,11,1,999,2,1,4,1,4,5,19,6,15,1,1,NA,1,NA,NA,1,0,2,98,NA,2,2,2,2,NA,1,9,1,8,5
3247,69,10,3,0,3,3,0,0,0,1,NA,3,2,2,4,2,3,3,3,1,8,18,1,8,9,97,98,3,5,1,2,3,NA,2,1,5,5,5,5,5,5,8,98,98,98,98,98,98,98,NA,97,3,3,5,5,8,6,3,1,10,3,1,99,NA,NA,NA,NA,NA,8,97,1,48,3,4,2,3,2,1,1,1,951,2,3,1,99,99,1,NA,NA,NA,NA,NA,"20 ","41 ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,2,999,6,1,2,3,2,999,999,4,5,19,6,15,1,1,NA,1,NA,NA,1,0,98,NA,97,97,99,99,97,NA,3,9,1,7,5
3247,70,10,3,0,3,3,0,0,0,1,NA,4,2,2,3,2,4,2,2,1,12,8,12,9,20,7,98,3,8,8,NA,4,NA,1,NA,97,5,98,10,5,5,3,5,98,98,10,9,98,3,2,NA,3,1,2,4,7,98,3,3,98,2,1,21,1,1,NA,NA,NA,1,3,2,77,3,1,2,1,1,NA,2,2,814,2,3,22,6,4,3,NA,NA,NA,NA,NA,"42 ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,3,2,2,3,999,16,1,2,4,5,5,1,4,5,19,6,15,1,1,NA,1,NA,NA,1,0,21,2,NA,21,21,21,3,NA,1,8,2,8,4
3247,71,10,3,0,3,3,0,0,0,1,NA,3,1,1,3,1,4,1,1,1,11,18,1,9,22,6,98,6,3,1,2,2,6,2,1,1,4,5,5,6,8,5,9,1,98,3,3,0,2,4,NA,3,3,3,4,8,6,2,1,10,2,1,2,1,1,NA,NA,NA,1,2,1,40,3,4,5,NA,1,NA,1,1,921,2,3,81,7,6,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,4,999,16,1,1,5,6,2,1,4,5,19,6,15,1,1,NA,1,NA,NA,1,0,2,4,NA,2,2,2,2,NA,3,9,4,7,5
3247,72,10,3,0,3,3,0,0,0,1,NA,5,2,2,3,2,5,2,3,11,13,45,13,20,97,4,98,2,4,2,NA,2,95,1,NA,1,1,1,1,1,1,6,1,1,1,1,1,1,96,NA,97,3,3,98,5,8,6,1,1,10,5,5,NA,NA,NA,NA,NA,1,8,97,1,56,3,5,5,NA,1,NA,1,1,150,4,NA,27,99,99,1,1,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,5,1,10,1,3,1,8,1,999,4,5,19,6,15,1,1,NA,1,NA,NA,1,0,96,NA,97,96,NA,97,97,NA,5,1,2,3,3
3247,73,10,3,0,3,3,0,0,0,1,NA,4,2,2,3,2,3,1,1,1,6,9,12,6,8,6,98,4,4,8,NA,4,NA,1,NA,1,1,1,1,1,10,5,10,1,1,1,1,0,2,97,NA,2,3,3,4,6,7,1,1,10,1,1,2,1,1,NA,NA,NA,8,2,1,73,3,1,2,1,1,NA,1,2,833,1,3,43,5,5,1,1,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,6,999,10,999,1,4,7,999,999,4,5,19,6,15,1,1,NA,1,NA,NA,1,0,2,97,NA,2,2,2,2,NA,1,8,3,8,4
3247,74,10,3,0,3,3,0,0,0,1,NA,3,2,2,3,3,4,2,3,1,6,45,1,9,22,1,98,6,3,2,NA,2,4,1,NA,5,7,1,1,8,2,4,2,6,9,1,1,1,4,1,NA,3,3,6,4,6,5,2,1,10,3,1,4,3,2,1,2,NA,1,4,2,37,3,4,2,3,1,NA,2,3,970,2,3,52,5,1,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,7,1,3,2,999,6,8,4,1,4,5,19,6,15,2,1,NA,1,NA,NA,1,0,4,1,NA,4,4,4,4,1,3,9,4,8,5
3247,75,10,3,0,3,3,0,0,0,1,NA,4,3,2,3,2,3,3,3,12,1,8,12,8,97,1,98,3,2,2,NA,2,4,2,5,2,4,1,4,6,2,4,2,5,7,0,0,5,4,1,NA,3,3,5,4,5,5,3,3,6,3,1,4,2,1,NA,NA,NA,1,1,1,65,3,4,2,3,1,NA,1,1,150,3,NA,31,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,8,1,17,1,5,999,7,1,1,4,5,19,6,15,2,1,NA,1,NA,NA,1,0,4,1,NA,4,4,4,1,NA,3,1,2,1,3
3247,76,10,3,65,5,3,0,0,0,1,NA,4,2,2,2,2,4,2,8,1,11,45,9,8,20,1,98,4,4,2,NA,2,95,1,NA,6,6,6,6,5,6,2,5,7,6,5,5,4,1,4,NA,3,3,6,3,7,6,2,2,10,2,1,1,1,1,NA,NA,NA,1,1,1,44,3,4,2,2,1,NA,1,1,841,1,3,49,7,6,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,1,2,15,999,1,4,5,1,999,6,5,19,1,15,1,1,NA,1,NA,NA,1,0,1,4,NA,1,1,1,1,NA,3,8,4,6,4
3247,77,10,3,65,5,3,0,0,0,1,NA,3,2,2,3,2,3,2,1,1,6,9,12,8,11,5,6,5,4,8,NA,2,5,2,2,5,5,5,5,5,10,5,9,1,1,1,1,1,2,98,NA,3,3,4,3,7,6,1,1,10,1,1,2,1,1,NA,NA,NA,8,2,2,68,3,1,2,1,1,NA,2,3,815,1,3,15,4,1,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,2,2,21,1,4,1,6,1,999,6,5,19,1,15,1,1,NA,1,NA,NA,1,0,2,98,NA,2,2,2,2,NA,1,8,2,8,4
3247,78,10,3,65,5,3,0,0,0,1,NA,3,3,3,3,2,3,3,3,1,16,6,16,12,6,1,98,6,3,1,1,1,5,2,5,4,5,1,1,5,1,2,1,10,98,0,0,98,1,4,NA,3,1,7,4,6,5,1,1,9,1,1,1,1,1,NA,NA,NA,8,1,1,84,3,4,1,4,1,NA,1,2,150,3,NA,15,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,3,1,29,1,2,1,10,2,999,6,5,19,1,15,1,1,NA,1,NA,NA,1,0,1,4,NA,1,1,1,1,NA,3,1,2,8,3
3247,79,10,3,65,5,3,0,0,0,1,NA,4,2,2,4,2,3,2,2,9,1,16,1,22,6,5,98,3,3,2,NA,2,95,2,4,1,2,1,1,2,4,6,5,4,4,1,1,1,99,NA,99,1,2,5,5,6,6,3,1,98,3,1,99,NA,NA,NA,NA,NA,1,99,2,60,3,4,1,4,1,NA,2,4,815,2,3,15,99,1,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,4,999,9,1,999,1,4,2,999,6,5,19,1,14,1,1,NA,1,NA,NA,1,0,99,NA,99,99,99,99,99,NA,3,8,2,9,4
3247,80,10,3,65,5,3,0,0,0,1,NA,4,3,3,3,2,4,2,3,1,11,6,1,12,6,1,98,6,2,1,2,4,NA,2,5,10,9,1,1,5,1,2,0,10,98,0,0,9,1,18,NA,1,3,6,3,7,5,1,1,8,1,1,1,1,1,NA,NA,NA,2,1,2,73,3,1,1,5,3,1,1,2,815,2,3,15,4,4,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,5,999,1,999,999,999,1,999,999,6,5,19,1,15,1,1,NA,1,NA,NA,1,0,1,18,NA,1,1,1,1,NA,1,8,2,8,4
3247,81,10,3,65,5,3,0,0,0,1,NA,4,2,2,3,2,4,2,2,1,11,45,8,9,20,7,5,3,4,1,2,4,NA,2,2,1,1,8,8,1,6,3,5,1,1,8,7,1,3,2,NA,4,3,2,3,8,7,2,1,9,3,1,21,2,1,NA,NA,NA,1,3,1,49,3,6,4,NA,2,3,1,1,594,1,3,80,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,6,1,31,1,1,999,7,2,999,6,5,19,1,15,2,1,NA,1,NA,NA,1,0,21,2,NA,21,21,21,3,NA,4,5,4,7,2
3247,82,10,3,65,5,3,0,0,0,1,NA,2,2,2,2,2,3,1,1,1,16,18,8,1,97,7,98,5,4,2,NA,4,NA,2,2,1,1,6,7,2,6,3,5,1,1,9,7,0,3,2,NA,4,3,4,4,7,6,2,1,10,2,1,21,2,1,NA,NA,NA,1,3,1,61,3,6,2,1,1,NA,1,2,815,1,3,15,7,5,1,1,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,1,7,999,2,999,1,999,999,999,999,6,5,19,1,15,2,1,NA,1,NA,NA,1,0,21,2,NA,21,21,21,3,NA,4,8,2,8,4
