"ESTU","CUES","CCAA","PROV","MUN","TAMUNI","CAPITAL","DISTR","SECCION","ENTREV","P0","P0A","P1","P2","P3","P4","P5","P6","P7","P8","P901","P902","P903","P1001","P1002","P1003","P11","P11A","P12","P13","P14","P14A","P15","P15A","P16","P16A","P1701","P1702","P1703","P1704","P1705","P1706","P18","P1901","P1902","P1903","P1904","P1905","P1906","P20","P20A","P21","P22","P23","P24","P2501","P2502","P2503","P2504","P2505","P2506","P26","P27","P27A","P27B","P27C","P27D","P27E","P27F","P28","P29","P30","P31","P32","P32A","P33","P33A","P34","P34A","P35","P36","P37","P38","P38A","P39","P40","P41","P42","P4301","P4302","P4303","P4304","P4305","P4401","P4402","P4403","P4404","P4405","P4501","P4502","P4503","P4504","P4505","P46","P47","P48","P49","I1","I2","I3","I4","I5","I6","I7","I8","I9","E101","E102","E103","E2","E3","E4","C1","C1A","C2","C2A","C2B","C3","C4","P20R","P20AR","P21R","VOTOSIMG","P27AR","RECUERDO","P29R","P27DR","ESTUDIOS","OCUMAR11","RAMA09","CONDICION11","ESTATUS"
3247,1722,13,28,0,3,3,0,0,0,1,NA,4,2,2,3,1,4,2,2,9,99,99,8,9,13,6,99,2,4,1,21,2,3,2,2,1,2,1,5,3,5,3,7,1,1,9,8,0,3,2,NA,4,3,3,3,8,7,1,1,10,3,1,21,3,1,NA,NA,NA,1,3,2,33,3,11,2,3,2,3,2,4,522,1,3,47,6,4,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,2,1,999,6,999,1,999,2,999,999,8,5,19,3,14,1,1,NA,1,NA,NA,1,0,21,2,NA,21,21,21,3,NA,6,5,4,9,2
3247,1723,13,28,0,3,3,0,0,0,1,NA,3,1,1,3,2,4,3,2,16,21,8,16,21,8,4,9,5,4,2,NA,2,5,2,2,1,3,5,7,6,7,5,9,1,2,8,6,0,2,3,NA,3,3,3,4,7,6,1,3,10,2,1,2,4,1,NA,NA,NA,2,2,1,25,3,4,6,NA,2,1,2,1,943,2,2,53,7,4,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,2,2,1,51,7,999,1,1,999,999,8,5,19,3,14,1,1,NA,1,NA,NA,1,0,2,21,NA,2,2,2,2,NA,3,9,4,7,5
3247,1724,13,28,0,3,3,0,0,0,1,NA,5,2,2,4,1,4,1,1,19,1,22,19,9,27,6,9,1,5,2,NA,2,5,8,NA,6,1,5,7,2,8,5,8,0,2,5,4,7,98,NA,18,4,2,3,5,9,4,4,5,5,3,5,NA,NA,NA,NA,NA,3,1,2,2,38,3,4,2,3,2,3,2,4,522,2,3,47,6,1,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,2,3,999,8,1,999,999,2,999,999,8,5,19,3,19,1,1,NA,1,NA,NA,1,0,98,NA,18,18,NA,97,2,NA,3,5,4,9,2
3247,1725,13,28,0,3,3,0,0,0,1,NA,5,3,3,5,8,3,3,8,9,12,42,12,8,99,3,99,5,5,2,NA,2,2,1,NA,97,97,97,1,97,5,5,10,0,0,0,0,0,2,98,NA,1,2,5,98,10,9,5,5,10,1,1,2,1,1,NA,NA,NA,1,2,1,64,3,2,5,NA,5,1,1,2,833,1,1,84,5,5,3,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,2,5,999,16,1,999,999,3,999,999,8,5,19,3,17,2,1,NA,1,NA,NA,1,0,2,98,NA,2,2,2,2,NA,2,8,4,8,4
3247,1726,13,28,0,3,3,0,0,0,1,NA,3,2,2,3,2,4,2,2,9,12,16,12,42,99,6,5,8,5,1,2,2,5,2,2,1,2,5,8,5,10,5,8,5,5,8,7,1,2,3,NA,3,1,3,4,9,8,2,2,10,2,1,2,1,1,NA,NA,NA,1,2,2,66,3,5,2,1,4,1,1,2,561,2,3,86,5,5,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,2,6,999,13,1,999,999,1,999,999,8,5,19,3,12,2,1,NA,1,NA,NA,1,0,2,21,NA,2,2,2,2,NA,5,5,4,8,2
3247,1727,13,28,0,3,3,0,0,0,1,NA,4,3,2,3,2,5,3,2,1,18,6,6,1,18,5,99,3,5,2,NA,3,NA,2,4,6,6,98,2,7,5,4,7,7,8,3,3,5,4,1,NA,8,3,5,5,6,6,2,3,9,3,1,4,4,1,NA,NA,NA,2,4,2,53,3,4,2,1,1,NA,2,4,522,1,3,47,6,1,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,2,7,999,54,8,999,999,22,999,3,8,5,19,3,13,2,1,NA,1,NA,NA,1,0,4,1,NA,4,4,4,4,NA,3,5,4,9,2
3247,1728,13,28,6,5,3,0,0,0,1,NA,4,3,3,3,3,5,3,3,16,21,8,16,96,99,1,2,1,5,1,18,2,1,2,5,7,7,1,1,5,1,2,0,10,8,0,0,8,18,1,NA,2,1,10,1,10,6,1,1,10,1,1,18,1,1,NA,NA,NA,2,1,2,70,3,11,1,5,5,1,1,2,121,1,3,70,99,99,3,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,2,1,1,10,1,999,1,999,999,999,6,5,19,1,12,1,1,NA,1,NA,NA,1,0,18,1,NA,18,18,18,1,NA,6,1,4,8,1
3247,1729,13,28,6,5,3,0,0,0,1,NA,4,2,3,3,3,4,2,2,8,45,1,8,20,7,5,10,1,5,2,NA,1,10,1,NA,1,1,2,2,2,2,6,5,5,5,5,5,0,2,97,NA,3,3,99,5,7,6,3,3,9,3,1,2,3,1,NA,NA,NA,9,97,1,64,3,11,2,5,1,NA,1,1,251,4,NA,69,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,2,2,999,27,3,999,999,10,999,2,6,5,19,1,14,1,1,NA,1,NA,NA,1,0,2,97,NA,2,2,2,97,NA,6,2,4,1,1
3247,1730,13,28,6,5,3,0,0,0,1,NA,2,1,3,2,3,3,3,3,45,1,99,22,99,99,3,99,4,3,1,4,2,3,1,NA,8,5,1,5,7,4,4,0,6,6,0,0,10,18,4,NA,1,3,7,2,5,5,1,1,7,3,1,18,1,1,NA,NA,NA,2,18,1,21,3,6,2,1,2,2,2,6,411,1,3,64,98,1,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,2,3,999,999,999,999,999,999,999,999,6,5,19,1,14,2,1,NA,1,NA,NA,1,0,18,4,NA,18,18,18,18,NA,4,4,4,10,2
3247,1731,13,28,6,5,3,0,0,0,1,NA,3,3,3,2,1,3,1,2,1,11,9,35,99,99,3,99,3,5,2,NA,2,2,2,4,2,2,4,5,5,5,4,3,7,9,2,2,0,4,1,NA,1,7,6,4,7,6,2,3,10,3,1,4,1,1,NA,NA,NA,2,4,2,47,3,9,2,2,1,NA,2,4,500,3,NA,56,99,1,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,2,4,999,35,4,999,999,32,999,1,6,5,19,1,12,3,1,NA,1,NA,NA,1,0,4,1,NA,4,4,4,4,NA,6,5,4,9,3
3247,1732,13,28,6,5,3,0,0,0,1,NA,2,1,2,2,1,3,1,1,11,13,8,8,16,96,97,99,98,3,2,NA,2,2,2,4,4,2,98,5,5,5,6,7,7,8,6,4,0,2,4,NA,3,7,5,4,7,6,3,3,10,3,1,2,3,1,NA,NA,NA,2,97,2,51,3,10,9,NA,5,2,1,1,150,4,NA,85,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,2,5,1,6,2,1,999,1,999,999,6,5,19,1,16,3,1,NA,1,NA,NA,1,0,2,4,NA,2,2,2,97,NA,6,1,4,3,3
3247,1733,13,28,6,5,3,0,0,0,1,NA,5,3,3,2,3,5,3,3,16,11,99,8,99,99,9,1,2,3,1,1,1,1,2,4,8,7,1,1,4,1,2,0,8,6,0,0,9,18,1,NA,2,3,10,2,7,6,1,1,10,3,1,18,1,1,NA,NA,NA,2,18,2,41,3,11,1,5,1,NA,2,1,761,4,NA,32,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,2,6,1,22,2,999,999,4,999,999,6,5,19,1,14,3,1,NA,1,NA,NA,1,0,18,1,NA,18,18,18,18,NA,6,7,2,3,3
3247,1734,13,28,6,5,3,0,0,0,1,NA,2,3,8,2,1,3,2,1,45,1,12,37,45,22,3,1,2,4,1,21,3,NA,1,NA,7,7,1,5,5,1,1,0,5,5,0,0,10,18,1,NA,2,3,8,3,6,5,1,1,9,3,1,18,1,1,NA,NA,NA,2,18,1,49,3,13,2,1,2,2,1,1,112,3,NA,69,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,2,7,999,10,1,999,999,5,1,999,6,5,19,1,13,3,2,1,1,NA,NA,1,0,18,1,NA,18,18,18,18,NA,6,1,4,1,1
3247,1735,13,28,6,5,3,0,0,0,1,NA,4,3,2,2,2,3,3,2,3,21,16,16,99,99,1,99,9,8,1,1,2,2,8,NA,7,9,97,2,3,10,2,8,7,7,0,0,98,1,18,NA,3,1,10,3,8,7,1,1,10,2,1,1,2,1,NA,NA,NA,8,1,2,80,3,1,1,4,3,1,1,2,921,1,3,55,4,4,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,2,1,3,32,9,2,5,1,3,3,7,5,19,2,17,1,1,NA,1,NA,NA,1,0,1,18,NA,1,1,1,1,NA,1,9,4,8,5
3247,1736,13,28,6,5,3,0,0,0,1,NA,3,2,2,2,2,4,3,2,1,16,99,5,29,99,11,5,1,5,1,4,1,5,2,4,1,5,3,5,6,7,6,4,4,5,4,3,0,98,NA,4,2,1,5,5,7,5,1,1,10,3,1,4,4,1,NA,NA,NA,1,4,1,69,3,4,1,3,1,NA,1,2,842,1,2,49,5,5,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,2,2,999,80,7,2,999,4,1,2,7,5,19,2,16,1,1,NA,1,NA,NA,1,0,98,NA,4,4,4,4,4,NA,3,8,4,8,4
3247,1737,13,28,6,5,3,0,0,0,2,317,2,8,8,4,1,8,8,8,1,96,18,1,99,99,97,99,98,8,8,NA,8,NA,1,NA,98,97,97,98,98,98,9,98,98,98,5,5,5,98,NA,98,8,7,5,5,8,98,2,2,10,3,5,NA,NA,NA,NA,NA,1,8,97,1,28,3,6,3,6,2,3,2,4,981,2,3,52,98,4,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,2,2,3,999,12,2,1,999,4,999,999,7,5,19,2,16,2,1,NA,1,NA,NA,1,0,98,NA,98,98,NA,97,97,NA,4,9,4,9,5
3247,1738,13,28,6,5,3,0,0,0,1,NA,4,2,3,3,3,5,3,3,1,6,19,9,8,13,9,7,3,5,1,21,1,5,2,2,1,1,8,7,1,5,3,5,0,0,8,6,0,21,99,NA,4,3,2,4,8,8,1,1,9,2,1,21,1,1,NA,NA,NA,1,3,2,29,3,13,6,NA,2,1,2,1,292,4,NA,58,7,6,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,2,4,999,1,999,999,999,999,999,999,7,5,19,2,18,2,1,NA,1,NA,NA,1,0,21,99,NA,21,21,21,3,NA,6,2,4,1,1
3247,1739,13,28,6,5,3,0,0,0,1,NA,3,2,2,3,2,3,2,2,1,12,7,3,6,99,1,99,3,5,2,NA,1,2,2,2,1,6,98,5,5,5,5,5,3,5,6,1,0,98,NA,97,3,1,99,6,8,6,4,1,10,3,1,21,4,1,NA,NA,NA,1,97,2,59,3,5,1,5,1,NA,2,1,561,2,1,86,7,5,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,2,5,999,70,8,999,999,10,3,5,7,5,19,2,15,2,1,NA,1,NA,NA,1,0,98,NA,97,97,21,21,97,NA,5,5,4,7,2
3247,1740,13,28,6,5,3,0,0,0,1,NA,5,3,2,5,1,4,2,1,22,6,8,8,22,9,5,99,98,8,8,NA,1,98,1,NA,97,1,97,1,1,8,5,7,5,1,0,1,0,2,98,NA,8,7,5,5,9,8,3,1,10,3,1,2,1,1,NA,NA,NA,1,2,2,37,3,4,1,6,1,NA,2,7,594,1,3,80,6,1,1,1,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,2,6,999,999,999,999,999,999,999,999,7,5,19,2,14,2,1,NA,1,NA,NA,1,0,2,98,NA,2,2,2,2,NA,3,5,4,11,2
3247,1741,13,28,6,5,3,0,0,0,1,NA,4,3,3,5,3,5,3,3,45,1,18,18,16,1,11,99,1,5,1,18,1,2,8,NA,6,3,97,1,6,3,4,0,0,9,0,0,7,4,18,NA,3,3,10,1,99,7,1,1,10,3,1,18,4,2,4,2,NA,2,4,1,42,3,4,2,1,5,3,1,1,589,1,3,96,8,7,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,1,2,7,999,60,7,999,999,32,1,4,7,5,19,2,14,2,2,1,1,NA,NA,1,0,4,18,NA,4,18,18,4,4,3,5,4,7,5
3247,1742,13,28,5,5,3,0,0,0,1,NA,3,2,2,3,2,5,2,3,11,13,45,16,99,99,3,2,2,4,1,4,1,4,2,4,1,5,5,1,7,3,4,2,2,9,2,2,1,4,98,NA,4,3,5,3,6,5,2,1,8,3,1,4,3,2,98,2,NA,8,4,1,40,3,11,1,3,1,NA,3,1,121,1,3,64,99,99,3,NA,NA,NA,NA,NA,"40 ","41 ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,1,8,3,4,3,1,999,10,4,2,7,5,19,2,17,2,1,NA,1,NA,NA,1,0,4,98,NA,4,4,4,4,98,6,1,4,1,1
3247,1743,13,28,5,5,3,0,0,0,1,NA,4,2,2,4,2,3,3,3,45,11,99,22,99,99,3,10,1,5,2,NA,2,95,1,NA,8,4,1,1,6,4,1,2,6,6,0,0,8,18,4,NA,1,2,7,4,6,5,3,2,7,2,1,18,1,1,NA,NA,NA,8,18,2,42,3,7,6,NA,2,1,1,1,112,4,NA,96,6,6,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,2,7,999,1,2,1,999,1,999,1,7,5,19,2,18,2,1,NA,1,NA,NA,1,0,18,4,NA,18,18,18,18,NA,5,1,4,3,1
3247,1744,13,28,5,5,3,0,0,0,1,NA,3,2,1,3,1,4,3,2,16,8,23,13,99,99,4,9,5,4,1,21,2,2,2,3,1,2,8,7,2,5,5,2,0,0,9,9,0,3,5,NA,5,4,2,3,7,5,3,3,10,2,1,21,1,1,NA,NA,NA,2,5,2,53,3,11,4,NA,5,1,1,1,223,1,1,85,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,6,3,7,3,1,1,999,2,3,7,5,19,2,15,1,1,NA,1,NA,NA,1,0,21,21,NA,21,21,21,5,NA,6,2,4,2,1
3247,1745,13,28,5,5,3,0,0,0,1,NA,5,2,3,3,1,5,2,3,13,1,9,8,99,99,1,3,7,2,1,1,1,4,3,NA,6,7,1,1,5,1,2,0,8,5,0,0,4,1,4,NA,1,2,7,3,6,6,1,1,7,1,1,1,1,1,NA,NA,NA,2,1,1,52,3,11,1,2,1,NA,3,1,251,1,3,64,98,6,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,2,2,2,5,4,2,2,1,2,8,3,2,6,5,19,1,18,4,1,NA,1,NA,NA,1,0,1,4,NA,1,1,1,1,NA,6,2,4,2,1
3247,1746,13,28,5,5,3,0,0,0,1,NA,4,2,2,2,2,5,2,3,45,13,12,6,99,99,3,98,2,4,2,NA,1,95,2,4,7,7,4,4,7,5,2,99,99,99,99,99,99,99,NA,99,2,4,99,4,6,4,2,1,8,3,1,99,NA,NA,NA,NA,NA,2,99,1,71,3,12,1,2,1,NA,1,2,243,1,3,43,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,4,999,2,1,999,999,3,1,1,6,5,19,1,17,4,1,NA,1,NA,NA,1,0,99,NA,99,99,99,99,99,NA,6,2,3,8,1
3247,1747,13,28,5,5,3,0,0,0,1,NA,5,3,3,3,3,5,3,3,1,11,19,12,8,99,11,98,1,4,2,NA,2,2,8,NA,1,1,5,1,1,1,6,1,0,9,3,5,0,4,98,NA,4,3,5,4,6,5,3,5,9,3,1,4,3,1,NA,NA,NA,2,4,2,73,3,2,2,1,1,NA,3,2,583,1,5,97,98,4,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,1,3,999,3,2,2,999,4,2,3,6,5,19,1,19,4,1,NA,1,NA,NA,1,0,4,98,NA,4,4,4,4,NA,2,5,4,8,5
3247,1748,13,28,5,5,3,0,0,0,1,NA,4,3,3,4,2,4,2,2,1,45,13,22,99,99,3,2,4,4,2,NA,2,95,1,NA,4,3,3,3,4,3,6,4,4,8,3,3,4,4,97,NA,1,2,6,2,7,5,3,2,9,3,1,4,2,1,NA,NA,NA,2,97,1,57,3,5,1,5,2,1,1,4,970,2,3,52,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,1,2,999,999,1,999,999,999,999,999,6,5,19,1,16,3,1,NA,1,NA,NA,1,0,4,97,NA,4,4,4,97,NA,5,9,4,9,5
3247,1749,13,28,5,5,3,0,0,0,1,NA,3,2,3,3,3,4,3,3,19,13,1,12,99,99,6,9,3,3,1,2,1,3,2,3,1,1,4,10,2,10,5,8,0,0,0,0,0,2,97,NA,3,3,3,3,5,6,2,2,8,1,1,2,1,1,NA,NA,NA,1,2,2,77,3,4,2,1,3,1,1,2,442,1,3,61,4,4,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,1,2,4,3,1,999,4,3,2,6,5,19,1,17,3,1,NA,1,NA,NA,1,0,2,97,NA,2,2,2,2,NA,3,4,4,8,2
3247,1750,13,28,5,5,3,0,0,0,1,NA,3,1,1,1,2,5,1,2,19,11,9,1,99,99,6,4,7,3,8,NA,4,NA,2,2,98,3,98,7,5,7,3,7,0,2,8,6,0,3,2,NA,1,2,3,4,8,6,3,3,10,3,1,21,2,1,NA,NA,NA,1,3,2,49,3,4,4,NA,4,1,1,1,442,1,3,80,5,5,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,7,2,4,3,1,1,7,2,2,6,5,19,1,18,3,2,1,1,NA,NA,1,0,21,2,NA,21,21,21,3,NA,3,4,4,5,2
3247,1751,13,28,5,5,3,0,0,0,1,NA,5,2,2,3,3,5,2,3,1,11,12,98,99,99,4,98,1,4,2,NA,2,2,2,4,1,1,1,2,3,2,4,5,5,6,5,5,5,97,NA,4,2,2,3,2,6,4,1,1,8,3,5,NA,NA,NA,NA,NA,1,2,4,1,45,3,7,4,NA,2,3,3,4,812,1,3,24,8,4,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,6,999,1,999,2,999,999,999,1,6,5,19,1,18,2,1,NA,1,NA,NA,1,0,97,NA,4,4,NA,97,4,NA,5,8,2,9,4
3247,1752,13,28,5,5,3,0,0,0,1,NA,3,2,1,3,1,4,2,2,45,19,8,13,99,99,4,5,7,2,1,2,1,5,1,NA,1,1,8,6,5,8,5,9,0,4,5,5,0,2,3,NA,4,4,3,4,8,5,3,2,10,3,1,2,1,1,NA,NA,NA,1,2,1,38,3,6,2,1,1,NA,3,1,361,1,3,46,9,5,1,1,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",1,1,2,1,5,4,5,3,999,2,8,3,2,6,5,19,1,17,2,1,NA,1,NA,NA,1,0,2,21,NA,2,2,2,2,NA,4,3,4,2,2
3247,1753,13,28,5,5,3,0,0,0,1,NA,5,2,3,4,2,5,3,3,13,11,1,8,99,99,97,98,2,5,2,NA,1,95,3,NA,1,1,1,1,1,1,6,0,0,0,0,0,0,97,NA,97,4,1,5,4,5,98,2,1,98,5,5,NA,NA,NA,NA,NA,1,8,97,1,24,3,5,5,NA,2,2,2,4,833,2,3,43,98,4,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,11,999,3,2,999,999,4,2,1,6,5,19,1,18,2,1,NA,1,NA,NA,1,0,97,NA,97,97,NA,97,97,NA,5,8,3,9,4
3247,1754,13,28,5,5,3,0,0,0,1,NA,3,2,3,2,2,5,2,1,1,11,19,98,99,99,6,98,3,3,2,NA,2,2,2,8,1,1,5,5,3,6,5,7,0,5,4,3,0,2,97,NA,8,3,3,3,8,6,2,1,10,1,1,2,1,1,NA,NA,NA,2,2,2,43,3,11,1,5,1,NA,3,1,361,1,1,84,98,6,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,3,999,3,1,3,999,3,2,4,6,5,19,1,17,2,1,NA,1,NA,NA,1,0,2,97,NA,2,2,2,2,NA,6,3,4,2,2
3247,1755,13,28,5,5,3,0,0,0,1,NA,3,2,1,3,2,4,2,3,16,1,45,13,98,99,97,98,2,3,1,98,3,NA,8,NA,98,98,98,98,98,98,6,98,98,98,98,98,98,97,NA,97,3,3,5,4,6,5,3,2,8,5,5,NA,NA,NA,NA,NA,1,8,97,2,46,3,6,4,NA,1,NA,3,1,998,4,NA,998,99,99,1,NA,NA,NA,NA,NA,"41 ","42 ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,1,2,999,2,1,999,999,2,1,1,6,5,19,1,19,2,1,NA,1,NA,NA,1,0,97,NA,97,97,NA,97,97,NA,4,98,8,12,9
3247,1756,13,28,5,5,3,0,0,0,1,NA,5,2,2,3,1,5,2,3,1,11,98,16,99,99,11,98,2,2,8,NA,2,5,2,3,1,1,6,6,1,3,6,2,0,0,7,6,0,3,5,NA,8,4,3,4,8,5,3,3,10,2,1,21,1,1,NA,NA,NA,2,3,2,48,3,9,4,NA,5,1,1,1,112,4,NA,90,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,1,1,3,3,1,1,4,1,3,6,5,19,1,17,1,1,NA,1,NA,NA,1,0,21,21,NA,21,21,21,3,NA,6,1,4,3,1
3247,1757,13,28,79,7,1,0,0,0,1,NA,3,2,3,2,2,3,2,3,13,9,12,22,8,7,3,10,3,4,2,NA,3,NA,2,4,4,5,3,1,6,1,4,0,3,7,0,0,0,4,1,NA,2,1,6,4,7,6,1,1,10,3,1,4,1,1,NA,NA,NA,1,4,1,26,3,11,2,2,2,2,1,1,998,1,3,61,7,7,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,8,999,28,999,4,999,9,999,5,6,5,19,1,17,3,1,NA,1,NA,NA,1,0,4,1,NA,4,4,4,4,NA,6,98,4,12,9
3247,1758,13,28,79,7,1,0,0,0,1,NA,5,2,3,3,2,4,2,3,1,45,19,22,45,8,3,4,5,3,2,NA,2,99,1,NA,4,6,5,5,7,2,4,0,4,6,0,0,0,4,17,NA,2,1,5,3,7,6,2,1,9,3,1,95,2,2,99,99,NA,9,4,2,35,3,11,4,NA,2,3,3,1,223,1,1,85,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,7,999,1,999,999,999,999,999,999,6,5,19,1,16,2,2,1,1,NA,NA,1,0,4,17,NA,4,95,95,4,99,6,2,4,2,1
3247,1759,13,28,79,7,1,0,0,0,1,NA,2,2,1,2,9,3,2,1,1,13,45,8,13,12,2,10,7,4,1,2,3,NA,2,1,6,5,2,7,6,8,5,5,5,2,1,1,1,97,NA,1,4,1,6,4,7,6,2,1,9,2,1,1,1,8,NA,NA,NA,1,1,2,68,3,6,1,5,2,1,1,3,361,1,3,64,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,1,4,999,999,999,999,999,999,999,6,5,19,1,17,1,1,NA,1,NA,NA,1,0,97,NA,1,1,1,1,1,NA,4,3,4,8,2
3247,1760,13,28,79,7,1,0,0,0,2,340,3,2,1,2,2,8,2,1,1,13,12,22,1,16,6,9,5,2,1,21,2,2,2,8,1,3,5,8,5,5,3,6,0,0,8,8,0,3,2,NA,8,7,3,4,9,9,2,2,10,3,1,21,1,1,NA,NA,NA,2,3,2,48,3,11,2,2,1,NA,3,1,292,1,3,58,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,2,999,1,999,999,999,999,999,999,6,5,19,1,18,1,1,NA,1,NA,NA,1,0,21,2,NA,21,21,21,3,NA,6,2,4,2,1
3247,1761,13,28,79,7,1,0,0,0,1,NA,5,2,1,3,1,4,2,2,96,12,99,13,22,12,3,9,99,9,9,NA,9,NA,8,NA,1,1,5,6,2,3,6,3,0,0,6,4,0,3,97,NA,2,7,3,3,8,6,2,1,9,2,7,21,1,1,NA,NA,NA,9,3,2,36,3,11,2,9,2,2,1,1,232,1,3,90,99,99,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,2,2,3,999,999,999,999,999,999,999,999,6,5,19,1,15,1,1,NA,1,NA,NA,1,0,21,97,NA,21,21,21,3,NA,6,2,4,2,1
3247,1762,13,28,79,7,1,0,0,0,1,NA,4,1,3,3,2,4,2,3,1,12,45,1,45,22,5,9,5,4,1,4,3,NA,2,4,4,8,3,1,4,2,6,0,6,4,0,0,0,1,4,NA,2,3,5,4,7,6,3,1,10,3,1,1,1,1,NA,NA,NA,2,1,2,57,3,11,4,NA,2,3,3,1,998,1,1,84,8,7,1,NA,NA,NA,NA,NA,"-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ","-  ",2,1,1,1,6,999,10,999,999,999,999,999,999,6,5,19,1,999,2,2,10,1,NA,NA,1,0,1,4,NA,1,1,1,1,NA,6,98,4,12,9
